1,54.62
2,56.76
3,55.07
4,55.35
5,55.36
6,55.09
7,55.09
8,54.46
9,54.42
10,53.46
11,53.17
12,53.17
13,54.55
14,54.58
15,54.55
16,54.63
17,54.63
18,55.44
19,55.5
20,55.4
21,56.08
22,56.55
23,56.55
24,57.37
25,57.44
26,57.35
27,57.51
28,57.9
29,57.9
30,58.12
31,58.11
32,58.42
33,58.51
34,58.21
35,58.21
36,58.06
37,58.24
38,57.07
39,57.25
40,56.54
41,56.54
42,55.59
43,57.26
44,56.9
45,56.83
46,56.16
47,56.16
48,56.31
49,56.85
50,57.05
51,57.83
52,57.83
53,57.02
54,56.64
55,55.7
56,55.53
57,55.38
58,55.38
59,54.4
60,54.22
61,54.61
62,55.02
63,55.02
64,55.29
65,55.66
66,55.88
67,56
68,56.51
69,56.51
70,56.98
71,56.88
72,56.66
73,56.86
74,56.66
75,56.66
76,56.7
77,56.59
78,56.67
79,56.57
80,56.98
81,56.98
82,58.1
83,59.1
84,59.26
85,59.25
86,59.51
87,59.51
88,60.13
89,61.3
90,60.83
91,61.05
92,61.05
93,62.29
94,62.45
95,62.55
96,63.15
97,65.02
98,65.02
99,64.66
100,65.54
101,66.14
102,67.42
103,69.36
104,69.36
105,67.86
106,68.64
107,68.43
108,68.2
109,68.65
110,68.65
111,68.97
112,68.9
113,70.22
114,70.95
115,71.78
116,71.78
117,69.54
118,69.58
119,67.53
120,68.23
121,65.13
122,65.13
123,62.06
124,64.64
125,64.46
126,63.01
127,60.38
128,60.38
129,63.41
130,62.7
131,63.08
132,63.68
133,64.88
134,64.88
135,65.46
136,64.79
137,64.42
138,64.95
139,65.01
140,65.01
141,64.86
142,65.72
143,67.75
144,67.71
145,67.71
146,69.21
147,68.92
148,67.27
149,69.02
150,70.55
151,70.55
152,70.93
153,71.05
154,71.3
155,71.16
156,70.98
157,70.98
158,71.83
159,71.9
160,71.28
161,69.78
162,70.23
163,70.23
164,70.74
165,70.08
166,70.06
167,69.85
168,69.98
169,69.98
170,69.87
171,68.85
172,68.65
173,67.88
174,67.88
175,70.05
176,70.26
177,70.8
178,71.5
179,71.78
180,71.78
181,70.84
182,71
183,72.05
184,73.82
185,74.1
186,74.1
187,74.6
188,74.83
189,75.53
190,75.79
191,75.53
192,75.53
193,76.46
194,76.71
195,77.33
196,77.21
197,77.21
198,77.21
199,77.7
200,77.86
201,77.45
202,78.14
203,78.38
204,78.38
205,81.28
206,81.78
207,81.86
208,80.31
209,79.31
210,79.31
211,76.88
212,79.07
213,80.65
214,81.12
215,81.88
216,81.88
217,81.7
218,81.2
219,81.79
220,81.03
221,80.7
222,80.7
223,81.02
224,81.16
225,81.88
226,80.96
227,80.96
228,81.4
229,81.51
230,81.91
231,81.71
232,82.54
233,82.54
234,84.26
235,84.83
236,85.88
237,85.55
238,86.48
239,86.48
240,89.2
241,89.73
242,89.9
243,90.58
244,90.88
245,90.88
246,90.98
247,89.16
248,88.23
249,90.2
250,90.5
251,90.5
252,92.37
253,93.63
254,92.76
255,92.56
256,92.56
257,94.61
258,93.38
259,94.61
260,95.35
261,96.46
262,96.46
263,95.88
264,95.81
265,94.72
266,93.34
267,95.34
268,95.34
269,95.16
270,94.76
271,96.06
272,94.81
273,94.81
274,92.8
275,91.08
276,92.18
277,93.64
278,94.71
279,94.71
280,95.05
281,96.33
282,96.18
283,95.48
284,95.27
285,95.27
286,95.45
287,95.87
288,97.18
289,97.28
290,97.28
291,97.56
292,96.71
293,95.9
294,94.78
295,95.91
296,95.91
297,97.86
298,97.71
299,98.45
300,97.18
301,96.13
302,96.13
303,95.86
304,98.3
305,98.18
306,96.57
307,97.4
308,97.4
309,97.7
310,97.66
311,97.98
312,98.25
313,98.36
314,99.21
315,99.16
316,97.96
317,98.2
318,99.15
319,98.81
320,97.72
321,97.41
322,96.44
323,97.34
324,97.34
325,95.69
326,94.07
327,95.31
328,94.71
329,96.47
330,96.47
331,96.63
332,96.16
333,95.25
334,93.6
335,94.78
336,94.78
337,93.87
338,94.24
339,93.49
340,92.99
341,93.25
342,93.25
343,90.58
344,91.93
345,93.69
346,94.4
347,93.19
348,93.19
349,94.96
350,94.91
351,95.86
352,96.1
353,96.15
354,95.28
355,95.26
356,94.5
357,94.11
358,94.35
359,94.35
360,94.36
361,94.35
362,93.37
363,93.85
364,93.85
365,90.89
366,91.03
367,90.69
368,90.52
369,91.71
370,91.71
371,92.93
372,92.58
373,92.58
374,93.5
375,93.11
376,93.11
377,94.75
378,95.4
379,95.76
380,96.08
381,96
382,96
383,93.6
384,93.58
385,93.97
386,93.76
387,93.65
388,93.65
389,93.57
390,93.81
391,93.69
392,92.73
393,93.25
394,93.25
395,94.13
396,93.97
397,94.12
398,94.46
399,93.38
400,93.38
401,94.22
402,93.77
403,93.28
404,91.28
405,91.63
406,91.63
407,91.08
408,90.65
409,88.46
410,88.11
411,88.11
412,87
413,88.12
414,87.23
415,88.78
416,89.65
417,89.65
418,90.3
419,89.02
420,88.61
421,87.71
422,88.51
423,88.51
424,90.36
425,89.71
426,89.78
427,90.08
428,90.94
429,90.94
430,92.43
431,92.01
432,91.51
433,92.05
434,91.76
435,91.76
436,92.06
437,92.1
438,92.37
439,92.62
440,92.29
441,92.29
442,91.95
443,91.8
444,91.87
445,91.22
446,91.22
447,92.19
448,91.73
449,91.84
450,92.01
451,92.78
452,92.78
453,93.61
454,93.19
455,93.33
456,93.33
457,92.49
458,92.49
459,90
460,90.57
461,90.03
462,89.54
463,88.88
464,88.88
465,87.68
466,88.43
467,88.29
468,89.51
469,89.58
470,89.58
471,89.37
472,90.53
473,90.4
474,89.71
475,89.71
476,88.6
477,87.63
478,87.63
479,86.42
480,86.95
481,86.95
482,87.15
483,87.25
484,88.1
485,89
486,89.16
487,89.16
488,89.1
489,88.83
490,88.13
491,88
492,88.35
493,88.35
494,89.25
495,89.05
496,88.34
497,88.83
498,88.41
499,88.41
500,88.88
501,88.15
502,90.26
503,90.05
504,90.32
505,90.32
506,90.75
507,91.48
508,91.91
509,92.08
510,92.08
511,92.08
512,93.25
513,93.83
514,93.61
515,93.66
516,92.9
517,92.9
518,92.49
519,91.63
520,91.32
521,92.25
522,91.19
523,91.19
524,93.36
525,94.51
526,94.59
527,94.63
528,94.63
529,95.74
530,96.65
531,97.71
532,98.84
533,98.39
534,98.39
535,98.51
536,98.57
537,98.47
538,99.55
539,100.77
540,100.77
541,100.89
542,101.39
543,101.85
544,103.11
545,103.73
546,103.73
547,103.01
