64.46,64.64,62.06,65.13,65.13,68.23
63.01,64.46,64.64,62.06,65.13,65.13
60.38,63.01,64.46,64.64,62.06,65.13
60.38,60.38,63.01,64.46,64.64,62.06
63.41,60.38,60.38,63.01,64.46,64.64
62.7,63.41,60.38,60.38,63.01,64.46
63.08,62.7,63.41,60.38,60.38,63.01
63.68,63.08,62.7,63.41,60.38,60.38
64.88,63.68,63.08,62.7,63.41,60.38
64.88,64.88,63.68,63.08,62.7,63.41
65.46,64.88,64.88,63.68,63.08,62.7
64.79,65.46,64.88,64.88,63.68,63.08
64.42,64.79,65.46,64.88,64.88,63.68
64.95,64.42,64.79,65.46,64.88,64.88
65.01,64.95,64.42,64.79,65.46,64.88
65.01,65.01,64.95,64.42,64.79,65.46
64.86,65.01,65.01,64.95,64.42,64.79
65.72,64.86,65.01,65.01,64.95,64.42
67.75,65.72,64.86,65.01,65.01,64.95
67.71,67.75,65.72,64.86,65.01,65.01
67.71,67.71,67.75,65.72,64.86,65.01
69.21,67.71,67.71,67.75,65.72,64.86
68.92,69.21,67.71,67.71,67.75,65.72
67.27,68.92,69.21,67.71,67.71,67.75
69.02,67.27,68.92,69.21,67.71,67.71
70.55,69.02,67.27,68.92,69.21,67.71
70.55,70.55,69.02,67.27,68.92,69.21
70.93,70.55,70.55,69.02,67.27,68.92
71.05,70.93,70.55,70.55,69.02,67.27
71.3,71.05,70.93,70.55,70.55,69.02
71.16,71.3,71.05,70.93,70.55,70.55
70.98,71.16,71.3,71.05,70.93,70.55
70.98,70.98,71.16,71.3,71.05,70.93
71.83,70.98,70.98,71.16,71.3,71.05
71.9,71.83,70.98,70.98,71.16,71.3
71.28,71.9,71.83,70.98,70.98,71.16
69.78,71.28,71.9,71.83,70.98,70.98
70.23,69.78,71.28,71.9,71.83,70.98
70.23,70.23,69.78,71.28,71.9,71.83
70.74,70.23,70.23,69.78,71.28,71.9
70.08,70.74,70.23,70.23,69.78,71.28
70.06,70.08,70.74,70.23,70.23,69.78
69.85,70.06,70.08,70.74,70.23,70.23
69.98,69.85,70.06,70.08,70.74,70.23
69.98,69.98,69.85,70.06,70.08,70.74
69.87,69.98,69.98,69.85,70.06,70.08
68.85,69.87,69.98,69.98,69.85,70.06
68.65,68.85,69.87,69.98,69.98,69.85
67.88,68.65,68.85,69.87,69.98,69.98
67.88,67.88,68.65,68.85,69.87,69.98
70.05,67.88,67.88,68.65,68.85,69.87
70.26,70.05,67.88,67.88,68.65,68.85
70.8,70.26,70.05,67.88,67.88,68.65
71.5,70.8,70.26,70.05,67.88,67.88
71.78,71.5,70.8,70.26,70.05,67.88
71.78,71.78,71.5,70.8,70.26,70.05
70.84,71.78,71.78,71.5,70.8,70.26
71,70.84,71.78,71.78,71.5,70.8
72.05,71,70.84,71.78,71.78,71.5
73.82,72.05,71,70.84,71.78,71.78
74.1,73.82,72.05,71,70.84,71.78
74.1,74.1,73.82,72.05,71,70.84
74.6,74.1,74.1,73.82,72.05,71
74.83,74.6,74.1,74.1,73.82,72.05
75.53,74.83,74.6,74.1,74.1,73.82
75.79,75.53,74.83,74.6,74.1,74.1
75.53,75.79,75.53,74.83,74.6,74.1
75.53,75.53,75.79,75.53,74.83,74.6
76.46,75.53,75.53,75.79,75.53,74.83
76.71,76.46,75.53,75.53,75.79,75.53
77.33,76.71,76.46,75.53,75.53,75.79
77.21,77.33,76.71,76.46,75.53,75.53
77.21,77.21,77.33,76.71,76.46,75.53
77.21,77.21,77.21,77.33,76.71,76.46
77.7,77.21,77.21,77.21,77.33,76.71
77.86,77.7,77.21,77.21,77.21,77.33
77.45,77.86,77.7,77.21,77.21,77.21
78.14,77.45,77.86,77.7,77.21,77.21
78.38,78.14,77.45,77.86,77.7,77.21
78.38,78.38,78.14,77.45,77.86,77.7
81.28,78.38,78.38,78.14,77.45,77.86
81.78,81.28,78.38,78.38,78.14,77.45
81.86,81.78,81.28,78.38,78.38,78.14
80.31,81.86,81.78,81.28,78.38,78.38
79.31,80.31,81.86,81.78,81.28,78.38
79.31,79.31,80.31,81.86,81.78,81.28
76.88,79.31,79.31,80.31,81.86,81.78
79.07,76.88,79.31,79.31,80.31,81.86
80.65,79.07,76.88,79.31,79.31,80.31
81.12,80.65,79.07,76.88,79.31,79.31
81.88,81.12,80.65,79.07,76.88,79.31
81.88,81.88,81.12,80.65,79.07,76.88
81.7,81.88,81.88,81.12,80.65,79.07
81.2,81.7,81.88,81.88,81.12,80.65
81.79,81.2,81.7,81.88,81.88,81.12
81.03,81.79,81.2,81.7,81.88,81.88
80.7,81.03,81.79,81.2,81.7,81.88
80.7,80.7,81.03,81.79,81.2,81.7
81.02,80.7,80.7,81.03,81.79,81.2
81.16,81.02,80.7,80.7,81.03,81.79
81.88,81.16,81.02,80.7,80.7,81.03
80.96,81.88,81.16,81.02,80.7,80.7
80.96,80.96,81.88,81.16,81.02,80.7
81.4,80.96,80.96,81.88,81.16,81.02
81.51,81.4,80.96,80.96,81.88,81.16
81.91,81.51,81.4,80.96,80.96,81.88
81.71,81.91,81.51,81.4,80.96,80.96
82.54,81.71,81.91,81.51,81.4,80.96
82.54,82.54,81.71,81.91,81.51,81.4
84.26,82.54,82.54,81.71,81.91,81.51
84.83,84.26,82.54,82.54,81.71,81.91
85.88,84.83,84.26,82.54,82.54,81.71
85.55,85.88,84.83,84.26,82.54,82.54
86.48,85.55,85.88,84.83,84.26,82.54
86.48,86.48,85.55,85.88,84.83,84.26
89.2,86.48,86.48,85.55,85.88,84.83
89.73,89.2,86.48,86.48,85.55,85.88
89.9,89.73,89.2,86.48,86.48,85.55
90.58,89.9,89.73,89.2,86.48,86.48
90.88,90.58,89.9,89.73,89.2,86.48
90.88,90.88,90.58,89.9,89.73,89.2
90.98,90.88,90.88,90.58,89.9,89.73
89.16,90.98,90.88,90.88,90.58,89.9
88.23,89.16,90.98,90.88,90.88,90.58
90.2,88.23,89.16,90.98,90.88,90.88
90.5,90.2,88.23,89.16,90.98,90.88
90.5,90.5,90.2,88.23,89.16,90.98
92.37,90.5,90.5,90.2,88.23,89.16
93.63,92.37,90.5,90.5,90.2,88.23
92.76,93.63,92.37,90.5,90.5,90.2
92.56,92.76,93.63,92.37,90.5,90.5
92.56,92.56,92.76,93.63,92.37,90.5
94.61,92.56,92.56,92.76,93.63,92.37
93.38,94.61,92.56,92.56,92.76,93.63
94.61,93.38,94.61,92.56,92.56,92.76
95.35,94.61,93.38,94.61,92.56,92.56
96.46,95.35,94.61,93.38,94.61,92.56
96.46,96.46,95.35,94.61,93.38,94.61
95.88,96.46,96.46,95.35,94.61,93.38
95.81,95.88,96.46,96.46,95.35,94.61
94.72,95.81,95.88,96.46,96.46,95.35
93.34,94.72,95.81,95.88,96.46,96.46
95.34,93.34,94.72,95.81,95.88,96.46
95.34,95.34,93.34,94.72,95.81,95.88
95.16,95.34,95.34,93.34,94.72,95.81
94.76,95.16,95.34,95.34,93.34,94.72
96.06,94.76,95.16,95.34,95.34,93.34
94.81,96.06,94.76,95.16,95.34,95.34
94.81,94.81,96.06,94.76,95.16,95.34
92.8,94.81,94.81,96.06,94.76,95.16
91.08,92.8,94.81,94.81,96.06,94.76
92.18,91.08,92.8,94.81,94.81,96.06
93.64,92.18,91.08,92.8,94.81,94.81
94.71,93.64,92.18,91.08,92.8,94.81
94.71,94.71,93.64,92.18,91.08,92.8
95.05,94.71,94.71,93.64,92.18,91.08
96.33,95.05,94.71,94.71,93.64,92.18
96.18,96.33,95.05,94.71,94.71,93.64
95.48,96.18,96.33,95.05,94.71,94.71
95.27,95.48,96.18,96.33,95.05,94.71
95.27,95.27,95.48,96.18,96.33,95.05
95.45,95.27,95.27,95.48,96.18,96.33
95.87,95.45,95.27,95.27,95.48,96.18
97.18,95.87,95.45,95.27,95.27,95.48
97.28,97.18,95.87,95.45,95.27,95.27
97.28,97.28,97.18,95.87,95.45,95.27
97.56,97.28,97.28,97.18,95.87,95.45
96.71,97.56,97.28,97.28,97.18,95.87
95.9,96.71,97.56,97.28,97.28,97.18
94.78,95.9,96.71,97.56,97.28,97.28
95.91,94.78,95.9,96.71,97.56,97.28
95.91,95.91,94.78,95.9,96.71,97.56
97.86,95.91,95.91,94.78,95.9,96.71
97.71,97.86,95.91,95.91,94.78,95.9
98.45,97.71,97.86,95.91,95.91,94.78
97.18,98.45,97.71,97.86,95.91,95.91
96.13,97.18,98.45,97.71,97.86,95.91
96.13,96.13,97.18,98.45,97.71,97.86
95.86,96.13,96.13,97.18,98.45,97.71
98.3,95.86,96.13,96.13,97.18,98.45
98.18,98.3,95.86,96.13,96.13,97.18
96.57,98.18,98.3,95.86,96.13,96.13
97.4,96.57,98.18,98.3,95.86,96.13
97.4,97.4,96.57,98.18,98.3,95.86
97.7,97.4,97.4,96.57,98.18,98.3
97.66,97.7,97.4,97.4,96.57,98.18
97.98,97.66,97.7,97.4,97.4,96.57
98.25,97.98,97.66,97.7,97.4,97.4
98.36,98.25,97.98,97.66,97.7,97.4
99.21,98.36,98.25,97.98,97.66,97.7
99.16,99.21,98.36,98.25,97.98,97.66
97.96,99.16,99.21,98.36,98.25,97.98
98.2,97.96,99.16,99.21,98.36,98.25
99.15,98.2,97.96,99.16,99.21,98.36
98.81,99.15,98.2,97.96,99.16,99.21
97.72,98.81,99.15,98.2,97.96,99.16
97.41,97.72,98.81,99.15,98.2,97.96
96.44,97.41,97.72,98.81,99.15,98.2
97.34,96.44,97.41,97.72,98.81,99.15
97.34,97.34,96.44,97.41,97.72,98.81
95.69,97.34,97.34,96.44,97.41,97.72
94.07,95.69,97.34,97.34,96.44,97.41
95.31,94.07,95.69,97.34,97.34,96.44
94.71,95.31,94.07,95.69,97.34,97.34
96.47,94.71,95.31,94.07,95.69,97.34
96.47,96.47,94.71,95.31,94.07,95.69
96.63,96.47,96.47,94.71,95.31,94.07
96.16,96.63,96.47,96.47,94.71,95.31
95.25,96.16,96.63,96.47,96.47,94.71
93.6,95.25,96.16,96.63,96.47,96.47
94.78,93.6,95.25,96.16,96.63,96.47
94.78,94.78,93.6,95.25,96.16,96.63
93.87,94.78,94.78,93.6,95.25,96.16
94.24,93.87,94.78,94.78,93.6,95.25
93.49,94.24,93.87,94.78,94.78,93.6
92.99,93.49,94.24,93.87,94.78,94.78
93.25,92.99,93.49,94.24,93.87,94.78
93.25,93.25,92.99,93.49,94.24,93.87
90.58,93.25,93.25,92.99,93.49,94.24
91.93,90.58,93.25,93.25,92.99,93.49
93.69,91.93,90.58,93.25,93.25,92.99
94.4,93.69,91.93,90.58,93.25,93.25
93.19,94.4,93.69,91.93,90.58,93.25
93.19,93.19,94.4,93.69,91.93,90.58
94.96,93.19,93.19,94.4,93.69,91.93
94.91,94.96,93.19,93.19,94.4,93.69
95.86,94.91,94.96,93.19,93.19,94.4
96.1,95.86,94.91,94.96,93.19,93.19
96.15,96.1,95.86,94.91,94.96,93.19
95.28,96.15,96.1,95.86,94.91,94.96
95.26,95.28,96.15,96.1,95.86,94.91
94.5,95.26,95.28,96.15,96.1,95.86
94.11,94.5,95.26,95.28,96.15,96.1
94.35,94.11,94.5,95.26,95.28,96.15
94.35,94.35,94.11,94.5,95.26,95.28
94.36,94.35,94.35,94.11,94.5,95.26
94.35,94.36,94.35,94.35,94.11,94.5
93.37,94.35,94.36,94.35,94.35,94.11
93.85,93.37,94.35,94.36,94.35,94.35
93.85,93.85,93.37,94.35,94.36,94.35
90.89,93.85,93.85,93.37,94.35,94.36
91.03,90.89,93.85,93.85,93.37,94.35
90.69,91.03,90.89,93.85,93.85,93.37
90.52,90.69,91.03,90.89,93.85,93.85
91.71,90.52,90.69,91.03,90.89,93.85
91.71,91.71,90.52,90.69,91.03,90.89
92.93,91.71,91.71,90.52,90.69,91.03
92.58,92.93,91.71,91.71,90.52,90.69
92.58,92.58,92.93,91.71,91.71,90.52
93.5,92.58,92.58,92.93,91.71,91.71
93.11,93.5,92.58,92.58,92.93,91.71
93.11,93.11,93.5,92.58,92.58,92.93
94.75,93.11,93.11,93.5,92.58,92.58
95.4,94.75,93.11,93.11,93.5,92.58
95.76,95.4,94.75,93.11,93.11,93.5
96.08,95.76,95.4,94.75,93.11,93.11
96,96.08,95.76,95.4,94.75,93.11
96,96,96.08,95.76,95.4,94.75
93.6,96,96,96.08,95.76,95.4
93.58,93.6,96,96,96.08,95.76
93.97,93.58,93.6,96,96,96.08
93.76,93.97,93.58,93.6,96,96
93.65,93.76,93.97,93.58,93.6,96
93.65,93.65,93.76,93.97,93.58,93.6
93.57,93.65,93.65,93.76,93.97,93.58
93.81,93.57,93.65,93.65,93.76,93.97
93.69,93.81,93.57,93.65,93.65,93.76
92.73,93.69,93.81,93.57,93.65,93.65
93.25,92.73,93.69,93.81,93.57,93.65
93.25,93.25,92.73,93.69,93.81,93.57
94.13,93.25,93.25,92.73,93.69,93.81
93.97,94.13,93.25,93.25,92.73,93.69
94.12,93.97,94.13,93.25,93.25,92.73
94.46,94.12,93.97,94.13,93.25,93.25
93.38,94.46,94.12,93.97,94.13,93.25
93.38,93.38,94.46,94.12,93.97,94.13
94.22,93.38,93.38,94.46,94.12,93.97
93.77,94.22,93.38,93.38,94.46,94.12
93.28,93.77,94.22,93.38,93.38,94.46
91.28,93.28,93.77,94.22,93.38,93.38
91.63,91.28,93.28,93.77,94.22,93.38
91.63,91.63,91.28,93.28,93.77,94.22
91.08,91.63,91.63,91.28,93.28,93.77
90.65,91.08,91.63,91.63,91.28,93.28
88.46,90.65,91.08,91.63,91.63,91.28
88.11,88.46,90.65,91.08,91.63,91.63
88.11,88.11,88.46,90.65,91.08,91.63
87,88.11,88.11,88.46,90.65,91.08
88.12,87,88.11,88.11,88.46,90.65
87.23,88.12,87,88.11,88.11,88.46
88.78,87.23,88.12,87,88.11,88.11
89.65,88.78,87.23,88.12,87,88.11
89.65,89.65,88.78,87.23,88.12,87
90.3,89.65,89.65,88.78,87.23,88.12
89.02,90.3,89.65,89.65,88.78,87.23
88.61,89.02,90.3,89.65,89.65,88.78
87.71,88.61,89.02,90.3,89.65,89.65
88.51,87.71,88.61,89.02,90.3,89.65
88.51,88.51,87.71,88.61,89.02,90.3
90.36,88.51,88.51,87.71,88.61,89.02
89.71,90.36,88.51,88.51,87.71,88.61
89.78,89.71,90.36,88.51,88.51,87.71
90.08,89.78,89.71,90.36,88.51,88.51
90.94,90.08,89.78,89.71,90.36,88.51
90.94,90.94,90.08,89.78,89.71,90.36
92.43,90.94,90.94,90.08,89.78,89.71
92.01,92.43,90.94,90.94,90.08,89.78
91.51,92.01,92.43,90.94,90.94,90.08
92.05,91.51,92.01,92.43,90.94,90.94
91.76,92.05,91.51,92.01,92.43,90.94
91.76,91.76,92.05,91.51,92.01,92.43
92.06,91.76,91.76,92.05,91.51,92.01
92.1,92.06,91.76,91.76,92.05,91.51
92.37,92.1,92.06,91.76,91.76,92.05
92.62,92.37,92.1,92.06,91.76,91.76
92.29,92.62,92.37,92.1,92.06,91.76
92.29,92.29,92.62,92.37,92.1,92.06
91.95,92.29,92.29,92.62,92.37,92.1
91.8,91.95,92.29,92.29,92.62,92.37
91.87,91.8,91.95,92.29,92.29,92.62
91.22,91.87,91.8,91.95,92.29,92.29
91.22,91.22,91.87,91.8,91.95,92.29
92.19,91.22,91.22,91.87,91.8,91.95
91.73,92.19,91.22,91.22,91.87,91.8
91.84,91.73,92.19,91.22,91.22,91.87
92.01,91.84,91.73,92.19,91.22,91.22
92.78,92.01,91.84,91.73,92.19,91.22
92.78,92.78,92.01,91.84,91.73,92.19
93.61,92.78,92.78,92.01,91.84,91.73
93.19,93.61,92.78,92.78,92.01,91.84
93.33,93.19,93.61,92.78,92.78,92.01
93.33,93.33,93.19,93.61,92.78,92.78
92.49,93.33,93.33,93.19,93.61,92.78
92.49,92.49,93.33,93.33,93.19,93.61
90,92.49,92.49,93.33,93.33,93.19
90.57,90,92.49,92.49,93.33,93.33
90.03,90.57,90,92.49,92.49,93.33
89.54,90.03,90.57,90,92.49,92.49
88.88,89.54,90.03,90.57,90,92.49
88.88,88.88,89.54,90.03,90.57,90
87.68,88.88,88.88,89.54,90.03,90.57
88.43,87.68,88.88,88.88,89.54,90.03
88.29,88.43,87.68,88.88,88.88,89.54
89.51,88.29,88.43,87.68,88.88,88.88
89.58,89.51,88.29,88.43,87.68,88.88
89.58,89.58,89.51,88.29,88.43,87.68
89.37,89.58,89.58,89.51,88.29,88.43
90.53,89.37,89.58,89.58,89.51,88.29
90.4,90.53,89.37,89.58,89.58,89.51
89.71,90.4,90.53,89.37,89.58,89.58
89.71,89.71,90.4,90.53,89.37,89.58
88.6,89.71,89.71,90.4,90.53,89.37
87.63,88.6,89.71,89.71,90.4,90.53
87.63,87.63,88.6,89.71,89.71,90.4
86.42,87.63,87.63,88.6,89.71,89.71
86.95,86.42,87.63,87.63,88.6,89.71
86.95,86.95,86.42,87.63,87.63,88.6
87.15,86.95,86.95,86.42,87.63,87.63
87.25,87.15,86.95,86.95,86.42,87.63
88.1,87.25,87.15,86.95,86.95,86.42
89,88.1,87.25,87.15,86.95,86.95
89.16,89,88.1,87.25,87.15,86.95
89.16,89.16,89,88.1,87.25,87.15
89.1,89.16,89.16,89,88.1,87.25
88.83,89.1,89.16,89.16,89,88.1
88.13,88.83,89.1,89.16,89.16,89
88,88.13,88.83,89.1,89.16,89.16
88.35,88,88.13,88.83,89.1,89.16
88.35,88.35,88,88.13,88.83,89.1
89.25,88.35,88.35,88,88.13,88.83
89.05,89.25,88.35,88.35,88,88.13
88.34,89.05,89.25,88.35,88.35,88
88.83,88.34,89.05,89.25,88.35,88.35
88.41,88.83,88.34,89.05,89.25,88.35
88.41,88.41,88.83,88.34,89.05,89.25
88.88,88.41,88.41,88.83,88.34,89.05
88.15,88.88,88.41,88.41,88.83,88.34
90.26,88.15,88.88,88.41,88.41,88.83
90.05,90.26,88.15,88.88,88.41,88.41
90.32,90.05,90.26,88.15,88.88,88.41
90.32,90.32,90.05,90.26,88.15,88.88
90.75,90.32,90.32,90.05,90.26,88.15
91.48,90.75,90.32,90.32,90.05,90.26
91.91,91.48,90.75,90.32,90.32,90.05
92.08,91.91,91.48,90.75,90.32,90.32
92.08,92.08,91.91,91.48,90.75,90.32
92.08,92.08,92.08,91.91,91.48,90.75
93.25,92.08,92.08,92.08,91.91,91.48
93.83,93.25,92.08,92.08,92.08,91.91
93.61,93.83,93.25,92.08,92.08,92.08
93.66,93.61,93.83,93.25,92.08,92.08
92.9,93.66,93.61,93.83,93.25,92.08
92.9,92.9,93.66,93.61,93.83,93.25
92.49,92.9,92.9,93.66,93.61,93.83
91.63,92.49,92.9,92.9,93.66,93.61
91.32,91.63,92.49,92.9,92.9,93.66
92.25,91.32,91.63,92.49,92.9,92.9
91.19,92.25,91.32,91.63,92.49,92.9
91.19,91.19,92.25,91.32,91.63,92.49
93.36,91.19,91.19,92.25,91.32,91.63
94.51,93.36,91.19,91.19,92.25,91.32
94.59,94.51,93.36,91.19,91.19,92.25
94.63,94.59,94.51,93.36,91.19,91.19
94.63,94.63,94.59,94.51,93.36,91.19
95.74,94.63,94.63,94.59,94.51,93.36
96.65,95.74,94.63,94.63,94.59,94.51
97.71,96.65,95.74,94.63,94.63,94.59
98.84,97.71,96.65,95.74,94.63,94.63
98.39,98.84,97.71,96.65,95.74,94.63
98.39,98.39,98.84,97.71,96.65,95.74
98.51,98.39,98.39,98.84,97.71,96.65
98.57,98.51,98.39,98.39,98.84,97.71
98.47,98.57,98.51,98.39,98.39,98.84
99.55,98.47,98.57,98.51,98.39,98.39
100.77,99.55,98.47,98.57,98.51,98.39
100.77,100.77,99.55,98.47,98.57,98.51
100.89,100.77,100.77,99.55,98.47,98.57
101.39,100.89,100.77,100.77,99.55,98.47
101.85,101.39,100.89,100.77,100.77,99.55
103.11,101.85,101.39,100.89,100.77,100.77
103.73,103.11,101.85,101.39,100.89,100.77
103.73,103.73,103.11,101.85,101.39,100.89
103.01,103.73,103.73,103.11,101.85,101.39
103.45,103.01,103.73,103.73,103.11,101.85
103.41,103.45,103.01,103.73,103.73,103.11
104.15,103.41,103.45,103.01,103.73,103.73
102.85,104.15,103.41,103.45,103.01,103.73
102.85,102.85,104.15,103.41,103.45,103.01
100.23,102.85,102.85,104.15,103.41,103.45
101.35,100.23,102.85,102.85,104.15,103.41
99.98,101.35,100.23,102.85,102.85,104.15
98.94,99.98,101.35,100.23,102.85,102.85
98.94,98.94,99.98,101.35,100.23,102.85
101.42,98.94,98.94,99.98,101.35,100.23
102.42,101.42,98.94,98.94,99.98,101.35
102.35,102.42,101.42,98.94,98.94,99.98
102.55,102.35,102.42,101.42,98.94,98.94
103.68,102.55,102.35,102.42,101.42,98.94
103.68,103.68,102.55,102.35,102.42,101.42
105.17,103.68,103.68,102.55,102.35,102.42
105.15,105.17,103.68,103.68,102.55,102.35
104.57,105.15,105.17,103.68,103.68,102.55
104.56,104.57,105.15,105.17,103.68,103.68
105.28,104.56,104.57,105.15,105.17,103.68
105.28,105.28,104.56,104.57,105.15,105.17
104.3,105.28,105.28,104.56,104.57,105.15
104.61,104.3,105.28,105.28,104.56,104.57
105.9,104.61,104.3,105.28,105.28,104.56
105.7,105.9,104.61,104.3,105.28,105.28
106.28,105.7,105.9,104.61,104.3,105.28
106.28,106.28,105.7,105.9,104.61,104.3
107.21,106.28,106.28,105.7,105.9,104.61
106.83,107.21,106.28,106.28,105.7,105.9
107.68,106.83,107.21,106.28,106.28,105.7
107.65,107.68,106.83,107.21,106.28,106.28
107.65,107.65,107.68,106.83,107.21,106.28
105.63,107.65,107.65,107.68,106.83,107.21
104.04,105.63,107.65,107.65,107.68,106.83
107.72,104.04,105.63,107.65,107.65,107.68
108.48,107.72,104.04,105.63,107.65,107.65
109.62,108.48,107.72,104.04,105.63,107.65
109.62,109.62,108.48,107.72,104.04,105.63
110.1,109.62,109.62,108.48,107.72,104.04
110.15,110.1,109.62,109.62,108.48,107.72
